DesilKesejahteraan,PrioritasVerval,JenisKelamin,HubungaKepalaKeluarga,Pekerjaan,Usia2023,PenerimaSEMBAKO
3,1,0,2,2,54,0
3,0,1,1,0,46,0
3,1,0,0,1,20,0
3,1,1,0,1,15,0
3,0,1,0,1,13,0
3,1,0,2,6,32,0
3,1,1,1,4,43,0
3,1,0,0,1,9,0
3,1,1,3,1,64,1
3,1,1,2,1,69,0
3,1,0,0,2,49,0
3,1,0,0,4,28,0
3,1,0,2,4,44,0
3,1,1,0,0,18,0
3,1,0,3,0,41,0
3,1,1,3,0,36,0
3,1,0,2,4,46,0
3,1,1,1,2,41,0
3,1,0,0,2,22,0
3,1,1,0,2,21,0
3,1,1,0,1,7,0
3,0,0,2,2,54,0
3,1,1,1,1,49,0
3,1,1,0,2,22,0
3,1,1,0,2,20,0
3,1,0,2,2,37,0
3,1,1,1,1,33,0
3,1,0,0,1,11,0
3,1,0,0,1,4,0
3,1,0,2,2,65,0
3,1,1,1,4,48,1
3,0,0,0,2,28,0
3,1,0,0,1,26,0
3,1,0,2,2,65,0
3,0,1,1,1,60,0
3,1,1,0,1,20,0
3,1,0,2,0,59,0
3,1,1,1,0,56,1
3,1,1,0,1,18,0
3,0,0,2,2,26,0
3,1,1,1,2,26,0
3,1,0,0,1,5,0
3,1,1,0,1,3,0
3,1,0,2,2,34,0
3,1,1,1,2,35,0
3,0,0,0,1,9,0
3,1,0,0,1,7,0
3,0,1,2,1,48,1
3,1,0,0,1,16,0
3,0,1,2,1,79,0
3,1,1,0,1,50,0
3,1,0,2,2,50,0
3,1,1,1,1,42,0
3,1,0,0,2,20,0
3,1,0,0,1,12,0
3,1,0,0,1,5,0
3,0,1,2,4,52,0
3,1,1,0,1,21,0
3,1,0,0,1,15,0
3,1,1,0,1,14,0
3,1,1,2,1,71,0
3,0,1,0,2,50,0
3,1,0,0,2,39,0
3,1,0,2,4,61,0
3,1,1,1,4,58,0
3,1,0,0,1,21,0
3,1,0,0,1,14,0
3,1,0,2,4,47,0
3,1,1,1,1,45,0
3,1,0,0,2,21,0
3,1,0,0,1,18,0
3,1,0,0,1,17,0
3,1,0,0,1,7,0
3,1,0,2,4,45,0
3,1,1,1,4,38,0
3,1,0,0,1,13,0
3,1,0,0,1,7,0
3,1,0,2,2,41,0
3,1,1,1,1,32,0
3,1,0,0,1,11,0
3,1,1,0,1,6,0
3,1,0,2,5,48,0
3,1,1,1,2,28,0
3,1,0,3,5,20,0
3,1,0,3,1,12,0
3,0,0,2,2,35,0
3,0,1,1,2,34,0
3,1,0,0,1,11,0
3,1,1,3,4,60,0
3,1,0,2,2,54,0
3,1,1,1,2,53,0
3,1,0,0,1,25,0
3,1,1,0,1,19,0
3,1,0,2,2,47,0
3,1,1,1,2,40,0
3,1,1,0,1,11,0
3,1,1,0,1,10,0
3,1,0,2,2,56,0
3,1,1,1,2,51,0
3,1,0,0,2,26,0
3,0,0,0,1,23,0
3,0,0,0,1,17,0
3,1,1,0,1,7,0
3,1,0,2,5,67,0
3,0,1,1,4,63,0
3,1,0,0,2,34,0
3,0,0,0,2,30,0
3,0,0,2,2,38,0
3,1,1,1,2,38,0
3,1,0,0,1,12,0
3,1,1,0,1,7,0
3,1,1,0,1,3,0
3,1,0,2,2,66,0
3,1,1,1,2,60,0
3,0,0,0,2,40,0
3,0,1,0,2,29,0
3,1,1,0,2,25,0
3,1,1,2,4,53,0
3,1,0,0,2,28,0
3,0,1,0,2,23,0
3,1,0,0,2,20,0
3,1,1,0,1,11,0
3,1,0,2,2,75,0
3,1,1,1,3,67,0
3,0,1,0,7,40,0
3,1,0,0,2,36,0
3,1,1,2,4,75,0
3,1,0,0,2,53,0
3,1,0,0,2,44,0
3,1,0,0,2,40,0
3,1,0,2,5,57,0
3,0,0,2,5,44,0
3,0,1,1,5,39,1
3,0,0,0,1,15,0
3,0,0,0,1,9,0
3,0,0,2,6,65,0
3,0,1,1,6,65,1
3,0,1,0,4,87,0
3,0,0,2,2,55,0
3,0,1,1,5,36,0
3,0,1,0,1,4,0
3,0,0,2,5,51,0
3,0,1,1,4,43,0
3,0,0,0,5,23,0
3,1,1,0,5,21,0
3,0,0,0,1,14,0
3,1,0,2,2,68,0
3,1,1,1,2,65,1
3,1,1,0,5,32,1
3,1,0,2,2,69,0
3,1,1,1,5,67,1
3,1,1,2,4,70,0
3,1,1,2,1,77,0
3,1,0,2,5,62,0
3,1,1,1,5,52,1
3,1,1,0,2,19,0
3,1,0,2,2,53,0
3,1,1,1,1,49,0
3,1,0,0,1,21,0
3,1,1,0,1,14,0
3,1,0,2,2,58,0
3,1,1,1,2,52,0
3,0,0,0,1,27,0
3,1,0,0,1,19,0
3,1,0,0,1,18,0
3,0,0,2,5,39,0
3,0,1,1,2,41,0
3,0,0,0,1,16,0
3,0,0,0,1,13,0
3,1,0,2,2,40,0
3,1,1,1,2,38,0
3,1,1,0,1,11,0
3,1,0,0,1,10,0
3,1,0,2,5,55,0
3,1,1,1,2,54,1
3,1,0,0,2,23,0
3,1,0,0,2,21,0
3,1,0,2,2,68,0
3,1,1,0,2,40,0
3,1,0,0,5,35,0
3,1,0,0,5,33,0
3,1,1,0,2,31,0
3,1,0,2,2,30,0
3,1,1,1,2,32,0
3,1,0,0,1,9,0
3,1,1,0,1,4,0
3,1,0,2,2,48,0
3,1,1,1,1,44,0
3,1,0,0,1,20,0
3,1,0,0,1,17,0
3,1,0,0,1,10,0
3,1,0,2,2,50,0
3,1,1,1,2,46,0
3,1,0,0,1,19,0
3,1,0,0,1,14,0
3,1,1,2,1,70,1
3,1,1,0,0,44,0
3,1,0,2,0,25,0
3,1,1,1,0,25,0
3,1,1,0,1,5,0
3,1,0,0,1,4,0
3,0,0,2,2,38,0
3,1,1,1,4,39,0
3,0,0,0,1,17,0
3,1,0,0,1,10,0
3,1,1,2,4,80,0
3,1,1,0,2,55,0
3,1,1,0,1,50,0
3,1,0,0,2,43,0
3,1,0,2,2,36,1
3,1,1,1,1,27,0
3,1,0,0,1,11,0
3,0,0,2,2,63,0
3,0,1,1,1,55,0
3,0,0,0,2,33,0
3,0,0,0,2,31,0
3,1,1,0,2,29,0
3,1,1,2,1,65,0
3,1,0,0,2,34,0
3,1,1,0,2,32,0
3,1,0,2,0,54,0
3,1,1,1,2,58,0
3,0,0,0,2,33,0
3,1,0,0,2,30,0
3,1,0,2,0,32,0
3,1,1,1,2,27,0
3,1,1,0,1,6,0
3,0,0,2,2,59,0
3,0,1,1,2,41,0
3,0,0,0,1,16,0
3,0,0,0,1,13,0
3,0,0,2,2,43,0
3,0,1,1,2,34,0
3,1,0,0,1,14,0
3,1,1,2,2,59,0
3,1,0,0,2,30,0
3,1,0,0,2,27,0
3,1,0,2,2,37,0
3,1,1,1,1,33,0
3,1,1,0,1,11,0
3,1,0,2,2,46,0
3,1,1,1,2,44,0
3,1,1,0,2,23,0
3,1,1,0,1,16,0
3,1,0,2,4,42,0
3,1,1,1,4,40,0
3,1,1,0,1,16,0
3,1,1,0,1,11,0
3,1,0,0,1,10,0
3,1,0,2,2,54,0
3,1,1,1,2,44,0
3,1,0,0,2,22,0
3,1,1,0,1,14,0
3,1,1,2,1,53,1
3,0,1,0,2,31,0
3,1,1,0,2,29,0
3,0,0,0,2,27,0
3,1,1,0,2,24,0
3,1,0,0,2,22,0
3,1,0,0,1,20,0
3,1,0,0,1,18,0
3,1,0,2,2,49,0
3,1,1,1,2,46,0
3,1,1,0,1,20,0
3,1,1,0,1,17,0
3,1,0,0,1,5,0
3,1,0,0,1,15,0
3,1,0,2,2,38,0
3,1,1,1,1,37,0
3,1,1,0,1,11,0
3,1,0,0,1,8,0
3,1,0,2,2,36,0
3,1,1,1,2,35,0
3,1,1,0,1,10,0
3,1,1,0,1,5,0
3,1,0,0,1,3,0
3,1,0,2,2,60,0
3,1,1,1,1,51,1
3,0,0,0,2,28,0
3,1,1,0,2,25,0
3,1,0,0,1,18,0
3,1,0,2,2,55,0
3,1,1,1,1,35,0
3,1,1,0,1,14,0
3,1,1,0,1,11,0
3,1,0,2,2,67,0
3,1,1,1,1,61,0
3,1,0,0,2,39,0
3,1,1,3,2,40,0
3,1,0,2,2,38,0
3,1,1,1,2,39,0
3,1,0,0,1,13,0
3,1,1,0,1,3,0
3,1,1,0,1,3,0
3,1,0,2,2,73,0
3,1,1,1,1,70,0
3,1,0,0,2,39,0
3,1,0,2,2,41,0
3,1,1,1,1,32,0
3,1,1,0,1,13,0
3,1,1,0,1,8,0
3,1,0,2,2,35,0
3,1,1,1,1,34,0
3,1,1,0,1,8,0
3,1,0,0,1,6,0
3,1,0,2,2,51,0
3,1,1,1,2,50,1
3,1,1,0,1,22,0
3,1,0,0,1,17,0
3,1,0,2,2,47,0
3,1,1,1,1,47,1
3,1,0,0,2,26,0
3,1,1,0,1,20,0
3,1,0,2,2,56,0
3,1,1,1,2,45,0
3,1,0,0,1,21,0
3,1,0,0,1,25,0
3,0,0,2,2,49,0
3,0,1,1,2,51,0
3,0,1,0,2,23,0
3,0,0,0,2,22,0
3,0,0,0,1,21,0
3,0,1,0,1,19,0
3,1,0,2,2,58,0
3,1,1,1,2,58,0
3,1,0,0,2,32,0
3,0,1,0,1,26,0
3,1,0,2,2,46,0
3,1,1,1,2,35,0
3,1,0,0,1,15,0
3,1,0,0,1,14,0
3,1,0,2,2,42,0
3,1,1,1,2,38,0
3,1,1,0,1,18,0
3,1,1,0,1,10,0
3,1,0,2,2,40,0
3,1,1,1,2,34,0
3,1,0,0,1,12,0
3,1,1,0,1,12,0
3,1,0,2,2,39,0
3,1,1,1,2,38,0
3,1,1,0,1,14,0
3,1,0,0,1,4,0
3,1,0,2,2,50,0
3,1,1,1,2,45,0
3,1,0,0,1,22,0
3,1,1,0,1,18,0
3,1,0,2,2,50,0
3,1,1,1,2,41,0
3,0,1,0,1,16,0
3,1,0,0,1,9,0
3,1,0,2,2,57,0
3,1,1,1,2,49,1
3,1,0,0,2,26,0
3,1,0,0,1,22,0
3,1,0,2,2,44,0
3,0,1,1,1,31,1
3,1,0,0,1,8,0
3,1,1,0,1,5,0
3,1,1,2,1,76,0
3,1,1,0,2,44,0
3,1,0,2,5,27,0
3,1,1,1,2,41,0
3,1,1,0,1,21,0
3,1,0,0,1,18,0
3,1,1,0,1,16,0
3,0,0,2,2,61,0
3,0,1,1,2,58,0
3,1,0,0,2,27,0
3,0,0,0,2,25,0
3,0,0,0,1,18,0
3,1,1,2,0,47,0
3,1,0,0,2,22,0
3,1,1,0,1,14,0
3,1,0,2,1,62,0
3,0,0,0,2,36,0
3,1,0,2,2,41,0
3,1,1,1,5,27,0
3,1,0,0,1,9,0
3,1,0,0,1,4,0
3,1,0,2,1,62,0
3,1,1,1,1,61,0
3,1,0,2,2,31,0
3,1,1,1,1,29,0
3,1,0,2,2,51,0
3,1,1,1,1,51,0
3,1,1,0,2,27,0
3,1,0,0,1,20,0
3,0,1,0,1,13,0
3,1,0,2,2,36,0
3,1,1,1,1,32,0
3,1,0,2,2,44,0
3,1,1,1,1,36,0
3,0,1,0,1,12,0
3,1,1,0,1,4,0
3,1,0,2,2,63,0
3,1,1,1,5,65,0
3,1,1,0,2,38,0
3,1,0,0,5,33,0
3,1,0,0,5,31,0
3,1,1,0,2,27,0
3,1,0,2,4,62,0
3,1,1,1,4,55,0
3,1,0,0,1,23,0
3,1,1,0,1,17,0
3,1,1,2,1,65,1
3,1,1,0,2,25,0
3,1,0,2,2,66,0
3,1,1,1,4,59,0
3,1,1,0,1,30,0
3,1,0,0,1,25,0
3,1,0,0,1,22,0
3,1,0,2,6,57,0
3,1,1,1,4,54,1
3,1,0,2,2,43,0
3,1,1,1,1,37,1
3,1,0,0,1,16,0
3,1,1,0,1,6,0
3,1,0,2,2,41,0
3,1,1,1,2,34,0
3,1,1,0,1,14,0
3,1,0,0,1,7,0
3,1,0,2,2,37,0
3,1,1,1,2,43,0
3,1,1,0,1,8,0
3,1,0,0,1,4,0
3,1,0,2,2,34,0
3,1,1,1,4,40,0
3,1,1,0,1,12,0
3,0,0,3,1,11,0
3,1,1,2,4,56,0
3,1,0,0,0,32,0
3,0,1,0,2,29,0
3,1,0,2,2,42,0
3,1,1,1,2,39,0
3,1,0,0,1,20,0
3,1,0,0,1,17,0
3,1,0,0,1,2,0
3,1,0,2,2,41,0
3,0,1,1,1,34,0
3,1,0,0,1,9,0
3,1,0,0,1,7,0
3,1,0,2,4,48,0
3,1,1,1,1,51,0
3,1,0,2,2,42,0
3,1,1,1,1,36,0
3,1,1,0,1,9,0
3,1,0,0,1,8,0
3,1,0,0,1,3,0
3,1,0,2,2,41,0
3,1,1,1,1,40,0
3,1,0,0,1,15,0
3,1,0,0,1,8,0
3,1,0,2,2,55,0
3,1,1,1,1,54,0
3,1,1,0,1,22,0
3,1,0,0,1,17,0
3,1,1,2,4,62,0
3,1,0,0,1,27,0
3,1,0,0,2,24,0
3,1,0,0,1,23,0
3,1,0,3,1,18,0
3,1,0,2,1,47,0
3,1,1,3,1,31,0
3,1,0,3,0,28,0
3,1,0,3,0,26,0
3,0,1,3,2,22,0
3,1,0,2,0,65,0
3,1,1,1,4,56,0
3,1,0,0,0,33,0
3,1,1,0,0,27,0
3,1,1,0,2,24,0
3,1,0,2,1,74,0
3,1,1,1,0,67,0
3,1,1,0,2,38,0
3,1,0,2,1,70,0
3,1,1,1,4,67,1
3,1,1,0,5,26,0
3,1,0,2,0,43,0
3,1,1,1,2,48,0
3,1,0,2,2,35,0
3,1,1,1,2,31,0
3,1,1,0,1,11,0
3,1,1,0,1,6,0
3,1,0,2,5,73,0
3,1,1,1,1,67,0
3,1,0,0,2,27,0
3,1,1,2,2,21,0
3,1,1,3,1,18,0
3,1,0,3,1,16,0
3,1,1,3,1,15,0
3,1,0,2,2,54,0
3,1,1,1,1,49,0
3,1,1,0,1,26,0
3,1,0,0,2,20,0
3,0,0,2,2,32,0
3,0,1,1,2,34,0
3,0,1,0,1,6,0
3,0,1,0,1,2,0
3,1,1,2,1,53,0
3,1,0,0,0,25,0
3,1,1,0,1,18,0
3,1,0,2,1,63,0
3,1,1,1,4,61,0
3,1,0,2,2,52,0
3,1,1,1,2,42,0
3,1,1,0,1,18,0
3,1,1,0,1,16,0
3,1,0,2,2,64,0
3,1,1,1,1,61,0
3,1,1,0,0,38,0
3,1,1,0,1,33,0
3,1,0,0,2,31,0
3,1,0,0,2,23,0
3,1,0,2,3,69,0
3,1,1,1,3,59,0
3,1,1,0,2,39,0
3,0,1,0,2,34,0
3,1,1,0,4,29,0
3,1,1,0,1,22,0
3,0,0,0,1,19,0
3,0,0,2,3,44,0
3,0,1,1,4,42,0
3,0,1,0,1,19,0
3,0,1,0,1,14,0
3,1,0,2,0,39,0
3,1,1,1,1,38,0
3,1,1,0,1,16,0
3,1,1,0,1,14,0
3,1,0,2,2,56,0
3,1,1,1,1,53,0
3,1,0,0,2,31,0
3,1,0,0,2,26,0
3,1,0,2,0,56,0
3,1,1,1,0,54,0
3,1,0,0,2,31,0
3,1,1,0,1,13,0
3,0,0,3,2,37,0
3,1,0,2,4,41,0
3,1,1,1,3,43,0
3,1,0,0,1,16,0
3,1,1,0,1,9,0
3,1,0,2,4,45,0
3,1,1,1,4,42,0
3,1,0,0,2,21,0
3,1,1,0,1,15,0
3,1,0,0,1,6,0
3,1,0,2,0,43,0
3,1,1,1,0,43,0
3,1,1,0,2,20,0
3,1,0,0,1,5,0
3,1,0,2,2,38,0
3,1,1,1,2,38,0
3,1,1,0,1,10,0
3,1,0,0,1,8,0
3,1,0,2,4,43,0
3,1,1,1,4,41,0
3,0,1,0,1,12,0
3,1,0,2,2,42,0
3,0,1,1,1,51,0
3,1,0,0,1,16,0
3,1,0,2,0,55,0
3,1,1,0,1,21,0
3,1,1,3,1,2,0
3,1,0,2,0,40,0
3,1,1,1,1,41,1
3,1,1,0,1,20,0
3,1,0,0,1,12,0
3,1,0,0,1,5,0
3,0,0,2,4,40,0
3,0,1,1,1,34,0
3,0,1,0,1,15,0
3,0,0,0,1,13,0
3,0,1,0,1,7,0
3,1,0,2,3,66,0
3,1,1,1,1,66,0
3,1,1,0,2,49,0
3,0,0,2,2,50,0
3,0,1,1,2,50,0
3,0,0,0,1,20,0
3,0,0,0,1,19,0
3,1,0,2,2,52,0
3,1,1,1,2,46,0
3,1,1,0,2,22,0
3,1,0,0,1,18,0
3,0,0,2,4,53,0
3,0,1,1,1,51,0
3,1,1,0,2,29,0
3,0,0,0,2,23,0
3,0,0,0,1,14,0
3,1,0,2,2,59,0
3,1,1,1,1,48,0
3,1,0,0,2,24,0
3,1,0,0,1,17,0
3,1,1,0,1,16,0
3,0,1,0,1,10,0
4,1,1,1,0,53,1
4,1,1,2,0,60,1
4,1,0,0,2,41,0
4,1,1,0,0,50,0
4,0,0,2,0,44,0
4,1,1,1,0,43,0
4,0,0,0,1,2,0
4,1,1,0,1,14,0
4,1,1,2,1,72,1
4,1,1,1,5,48,1
4,1,0,0,2,21,0
4,1,0,2,2,50,0
4,1,1,1,2,44,0
4,1,0,0,1,15,0
4,1,1,0,1,12,0
4,1,1,2,3,43,0
4,1,0,0,5,22,0
4,1,1,0,1,20,0
4,1,0,0,1,10,0
4,1,0,2,3,56,0
4,1,1,1,1,61,0
4,1,0,0,5,26,0
4,1,1,0,2,23,0
4,1,0,2,3,42,0
4,1,1,1,3,51,1
4,1,0,0,3,30,0
4,1,1,0,1,19,0
4,1,0,2,3,44,0
4,1,1,1,3,41,0
4,1,1,0,3,17,0
4,1,1,0,1,10,0
4,1,0,2,3,40,0
4,1,1,1,3,37,0
4,1,0,0,1,13,0
4,1,1,0,1,9,0
4,1,0,2,3,49,0
4,1,1,1,1,52,0
4,1,1,0,1,27,0
4,1,1,0,1,19,0
4,1,0,0,1,13,0
4,1,1,2,1,60,1
4,1,0,0,5,42,0
4,1,0,0,5,40,0
4,1,0,0,3,39,0
4,1,0,0,3,33,0
4,1,0,0,3,23,0
4,1,0,0,1,20,0
4,1,0,2,3,46,0
4,0,1,1,3,44,1
4,1,1,0,1,17,0
4,0,1,0,1,13,0
4,1,0,2,3,61,0
4,1,1,1,3,57,0
4,0,1,0,3,29,0
4,1,1,0,3,22,0
4,1,0,2,3,63,0
4,1,1,1,1,34,0
4,0,0,0,3,30,0
4,0,0,0,3,25,0
4,0,1,0,5,22,0
4,0,0,2,3,38,0
4,0,1,1,3,30,0
4,0,1,0,1,11,0
4,0,0,0,1,9,0
4,1,0,2,5,71,0
4,1,1,1,5,58,1
4,1,0,0,5,44,0
4,0,1,0,5,34,0
4,1,0,2,5,56,0
4,1,1,1,5,43,0
4,1,1,0,1,19,0
4,1,1,0,1,19,0
4,1,0,0,1,10,0
4,1,0,2,3,47,0
4,1,1,1,3,39,0
4,1,1,0,1,17,0
4,1,0,0,1,7,0
4,0,0,2,2,44,0
4,0,1,1,4,42,1
4,0,1,0,1,19,0
4,0,1,0,1,14,0
4,1,0,2,2,53,0
4,1,1,1,2,52,0
4,1,0,0,2,23,0
4,1,1,0,1,14,0
4,1,1,2,0,55,1
4,1,0,3,2,50,0
4,1,1,3,2,45,0
4,0,0,2,0,47,0
4,0,1,1,1,42,0
4,0,0,0,1,18,0
4,0,0,0,1,8,0
4,1,0,2,1,75,0
4,1,1,1,4,71,0
4,1,0,0,2,28,0
4,1,0,2,0,57,0
4,1,1,1,0,53,0
4,1,1,0,2,21,0
4,1,0,0,1,19,0
4,1,0,2,2,51,0
4,1,1,1,2,45,0
4,0,1,0,1,14,0
4,1,0,0,1,11,0
4,1,1,2,4,66,0
4,0,1,0,2,34,0
4,1,0,0,2,31,1
4,1,1,0,2,23,0
4,1,0,2,2,47,0
4,1,1,1,2,42,0
4,0,0,0,1,21,0
4,1,1,0,1,16,0
4,1,0,2,2,43,0
4,1,1,1,1,50,1
4,1,0,0,1,17,0
4,1,1,0,1,12,0
4,1,0,2,2,42,0
4,1,1,1,1,40,0
4,1,0,0,1,12,0
4,1,0,0,1,5,0
4,1,0,2,4,44,0
4,1,1,1,4,43,0
4,1,1,0,1,18,0
4,1,0,0,1,14,0
4,1,0,2,0,35,0
4,0,1,1,2,38,0
4,1,0,0,1,12,0
4,1,1,0,1,4,0
4,1,0,2,7,57,0
4,1,1,1,1,54,0
4,1,0,0,2,29,0
4,1,0,0,2,26,0
4,1,0,2,2,35,0
4,1,1,1,2,33,0
4,1,1,0,1,7,0
4,1,0,2,5,47,0
4,1,1,1,5,52,0
4,1,1,0,1,11,0
4,0,1,2,5,49,0
4,1,1,0,5,24,0
4,1,0,0,1,16,0
4,1,0,2,2,47,0
4,1,1,1,2,58,0
4,1,0,3,2,60,0
4,1,0,2,2,43,0
4,1,1,1,5,40,0
4,1,0,0,2,20,0
4,1,1,0,1,12,0
4,1,1,2,5,54,0
4,1,1,2,5,56,1
4,1,0,0,5,34,0
4,1,0,0,5,30,0
4,0,0,0,5,28,0
4,0,1,0,5,27,0
4,1,1,0,5,23,0
4,1,0,2,4,32,0
4,1,1,1,1,31,0
4,1,0,0,1,13,0
4,1,0,0,1,12,0
4,1,0,2,2,41,0
4,1,1,1,2,36,0
4,1,0,0,1,12,0
4,1,0,0,1,6,0
4,1,0,2,2,50,0
4,1,1,1,5,44,0
4,1,1,0,1,15,0
4,1,0,2,3,45,0
4,1,1,1,4,31,0
4,1,0,0,1,12,0
4,1,1,0,1,9,0
4,1,0,2,2,40,0
4,0,1,1,2,44,0
4,1,1,0,1,16,0
4,0,0,0,1,8,0
4,1,0,2,2,48,0
4,1,1,1,2,46,0
4,1,1,0,1,18,0
4,1,0,0,1,16,0
4,1,0,0,1,15,0
4,1,0,2,2,47,0
4,1,1,1,2,42,0
4,1,1,0,2,20,0
4,1,1,0,1,5,0
4,1,0,2,2,54,0
4,1,1,1,0,55,0
4,1,0,0,2,28,0
4,1,1,0,2,25,0
4,1,1,0,2,20,0
4,1,0,2,2,55,0
4,1,1,1,1,51,0
4,1,0,0,1,17,0
4,1,0,2,5,64,0
4,1,1,1,1,63,0
4,1,1,0,2,26,0
4,0,0,2,2,64,0
4,1,1,1,1,57,0
4,0,0,0,2,31,0
4,0,1,0,2,25,0
4,0,0,0,2,20,0
4,0,0,2,2,28,0
4,0,1,1,2,28,0
4,1,0,0,1,10,0
4,1,0,0,1,8,0
4,1,0,0,1,5,0
4,1,0,0,1,4,0
4,1,0,2,2,28,0
4,1,1,1,2,22,0
4,1,1,0,1,1,0
4,1,0,2,3,69,0
4,1,1,1,1,63,0
4,1,0,0,2,33,0
4,0,0,0,3,31,0
4,1,1,0,2,27,0
4,1,0,2,2,42,0
4,1,1,1,2,40,0
4,1,0,0,1,12,0
4,1,0,0,1,4,0
4,1,0,2,2,55,0
4,1,1,1,0,53,0
4,1,1,3,2,22,0
4,1,1,3,1,16,0
4,1,0,2,2,60,0
4,1,1,1,4,52,1
4,1,0,0,2,25,0
4,1,0,2,0,41,0
4,1,1,0,1,8,0
4,1,1,3,5,36,0
4,1,0,2,5,55,0
4,1,1,3,1,53,0
4,1,0,2,2,48,0
4,1,1,1,0,51,1
4,1,1,0,1,19,0
4,1,1,0,1,16,0
4,1,0,2,4,58,0
4,1,0,0,1,32,0
4,1,1,0,0,23,0
4,1,0,0,4,16,0
4,1,1,2,1,73,0
4,1,0,2,0,56,0
4,1,1,1,0,47,0
4,1,1,0,1,22,0
4,1,1,0,1,20,0
4,0,1,0,1,9,0
4,1,0,2,4,55,0
4,1,1,1,4,48,0
4,1,0,0,4,26,0
4,1,0,0,2,22,0
4,1,1,2,2,76,0
4,1,0,2,0,37,0
4,1,1,1,2,37,0
4,1,1,0,1,9,0
4,1,0,0,1,4,0
4,1,0,2,0,45,0
4,1,1,1,2,37,0
4,1,0,0,1,16,0
4,1,0,2,4,71,0
4,1,1,1,4,58,0
4,1,0,0,1,20,0
4,1,0,2,2,53,0
4,1,1,1,4,49,0
4,1,0,0,2,25,0
4,1,1,0,1,19,0
4,1,0,0,1,12,0
4,1,0,2,2,46,0
4,1,1,1,2,40,0
4,1,1,0,1,17,0
4,1,0,0,1,12,0
4,1,0,2,0,55,0
4,1,1,1,0,53,0
4,1,1,0,7,28,0
4,1,1,0,1,22,0
4,1,0,2,3,52,0
4,1,1,1,2,46,0
4,1,1,0,2,25,0
4,1,1,0,1,17,0
4,1,0,2,2,35,0
4,1,1,1,1,46,0
4,1,1,0,1,14,0
4,0,1,0,1,14,0
4,1,0,2,1,59,0
4,1,1,1,4,48,1
4,0,0,0,2,27,0
4,1,0,0,1,23,0
4,1,1,0,1,14,0
4,1,0,2,1,50,0
4,1,1,1,2,51,0
4,1,0,0,2,28,0
4,1,0,0,1,18,0
4,1,1,0,1,14,0
4,1,0,2,2,45,0
4,1,1,1,1,36,0
4,1,1,0,1,13,0
4,0,0,2,2,30,0
4,0,1,1,2,26,1
4,0,1,0,1,4,0
4,1,0,2,4,64,0
4,1,1,1,2,60,0
4,1,1,0,2,26,0
4,1,1,0,2,25,0
4,1,1,0,2,22,0
4,1,0,2,2,72,0
4,1,1,1,2,72,0
4,1,0,2,2,51,0
4,1,1,1,2,45,0
4,1,1,0,2,22,0
4,1,1,0,1,12,0
4,1,0,2,2,38,0
4,1,1,1,1,44,0
4,1,0,0,1,10,0
4,1,0,0,1,4,0
4,1,0,2,5,43,0
4,1,1,1,1,43,0
4,1,0,0,2,21,0
4,1,1,0,1,12,0
4,0,0,2,2,32,0
4,1,1,1,2,41,0
4,0,0,0,1,16,0
4,0,1,0,1,4,0
4,1,0,2,2,39,0
4,0,1,1,2,32,0
4,1,1,0,1,11,0
4,0,1,0,1,10,0
4,0,0,2,2,63,0
4,1,1,1,2,51,0
4,1,1,0,1,18,0
4,1,1,0,1,16,0
4,1,0,2,2,59,0
4,1,1,1,5,54,0
4,1,1,0,2,32,0
4,1,1,0,2,30,0
4,1,0,0,2,22,0
4,0,0,2,5,45,0
4,1,1,1,2,34,0
4,1,0,0,2,29,0
4,1,0,0,2,22,0
4,1,0,0,1,12,0
4,0,0,2,2,46,0
4,0,1,1,2,45,0
4,0,0,0,2,23,0
4,0,0,0,1,18,0
4,0,1,0,1,12,0
4,1,0,2,2,38,0
4,1,1,1,2,37,1
4,1,0,0,1,14,0
4,0,0,0,1,11,0
4,0,0,2,5,44,0
4,1,1,1,2,33,0
4,0,1,0,1,12,0
4,1,1,0,1,8,0
4,1,1,2,2,46,1
4,1,0,0,2,23,0
4,1,1,0,1,16,0
4,1,0,2,5,68,0
4,1,1,1,5,67,0
4,1,0,2,2,38,0
4,1,1,1,2,38,0
4,1,0,0,1,14,0
4,1,1,0,1,3,0
4,1,0,2,2,47,0
4,0,1,1,2,43,0
4,0,1,0,2,19,0
4,1,0,0,1,14,0
4,1,1,0,1,8,0
4,1,0,2,2,49,0
4,1,1,1,2,39,0
4,1,1,0,1,20,0
4,1,0,0,1,16,0
4,1,0,0,1,6,0
4,1,0,2,2,39,0
4,0,1,1,1,31,0
4,1,1,0,1,8,0
4,1,0,2,2,52,0
4,1,1,1,1,50,0
4,1,0,0,2,24,0
4,1,1,0,1,20,0
4,1,0,0,1,16,0
4,1,1,2,1,67,0
4,1,0,0,2,38,0
4,1,0,0,2,34,0
4,1,0,2,0,67,0
4,1,1,1,0,62,1
4,1,0,0,2,40,0
4,1,0,2,0,58,0
4,1,1,1,2,49,0
4,1,0,0,2,22,0
4,1,0,0,1,12,0
4,1,0,2,2,54,0
4,1,1,1,2,37,0
4,1,0,0,2,22,0
4,1,1,0,1,9,0
4,1,0,2,4,33,0
4,1,1,1,4,34,0
4,1,1,0,1,10,0
4,1,0,0,1,8,0
4,0,0,2,2,68,0
4,0,1,1,2,66,0
4,0,0,0,2,27,0
4,0,1,0,2,26,0
4,1,0,2,2,47,0
4,1,1,1,2,45,0
